Material ID: Al_MTP_06_100_eq_0_ranfor_10000
Unit cell composition: Al32
Material:  Al
Site positions of initial unit cell:
 Al          Al          Al          Al         
 0.00000     0.00000     2.02395     2.02395    
 0.00000     2.02395     0.00000     2.02395    
 0.00000     2.02395     2.02395     0.00000    
Properties:
 Time        Epot        Ekin        Etot        Temp     MSD         Self_diff   LC_a      LC_b      LC_c      Volume      Pressure    DebyeT   Lindemann 
 fs          eV/atom     eV/atom     eV/atom     K        Å^2         mm^2/s      Å         Å         Å         Å^3/atom    GPa        K        1          
 100         -3.72864    0.03966     -3.68898    306.82   0.0         0.0         4.048     4.048     4.048     16.582    0.0         inf      0.0        
 200         -3.70237    0.03371     -3.66866    260.81   0.01959     0.00016     4.048     4.048     4.048     16.582    0.0         464.18   0.02445    
 300         -3.69072    0.03078     -3.65993    238.15   0.02964     0.00016     4.048     4.048     4.048     16.582    0.0         360.55   0.03008    
 400         -3.69023    0.03025     -3.65997    234.05   0.02819     0.00012     4.048     4.048     4.048     16.582    0.0         366.53   0.02933    
 500         -3.69561    0.03822     -3.65739    295.68   0.01902     6e-05       4.048     4.048     4.048     16.582    0.0         501.57   0.02409    
 600         -3.69269    0.03956     -3.65313    306.02   0.02642     7e-05       4.048     4.048     4.048     16.582    0.0         432.91   0.02839    
 700         -3.69771    0.04236     -3.65534    327.74   0.0217      5e-05       4.048     4.048     4.048     16.582    0.0         494.38   0.02573    
 800         -3.69119    0.04987     -3.64132    385.8    0.02619     5e-05       4.048     4.048     4.048     16.582    0.0         488.18   0.02827    
 900         -3.68563    0.04294     -3.64269    332.19   0.03014     6e-05       4.048     4.048     4.048     16.582    0.0         422.28   0.03033    
 1000        -3.69519    0.03975     -3.65543    307.55   0.02532     4e-05       4.048     4.048     4.048     16.582    0.0         443.33   0.0278     
 1100        -3.69294    0.03774     -3.65521    291.96   0.02576     4e-05       4.048     4.048     4.048     16.582    0.0         428.28   0.02803    
 1200        -3.69553    0.04153     -3.654      321.31   0.02581     4e-05       4.048     4.048     4.048     16.582    0.0         448.81   0.02806    
 1300        -3.69484    0.04487     -3.64997    347.13   0.02418     3e-05       4.048     4.048     4.048     16.582    0.0         481.99   0.02716    
 1400        -3.7006     0.04202     -3.65858    325.08   0.0218      3e-05       4.048     4.048     4.048     16.582    0.0         491.26   0.02579    
 1500        -3.69966    0.0343      -3.66535    265.36   0.02308     3e-05       4.048     4.048     4.048     16.582    0.0         431.34   0.02654    
 1600        -3.6945     0.03887     -3.65563    300.69   0.02378     2e-05       4.048     4.048     4.048     16.582    0.0         452.32   0.02694    
 1700        -3.6927     0.03729     -3.65541    288.49   0.02815     3e-05       4.048     4.048     4.048     16.582    0.0         407.22   0.02931    
 1800        -3.68577    0.03644     -3.64932    281.95   0.02864     3e-05       4.048     4.048     4.048     16.582    0.0         399.13   0.02956    
 1900        -3.68573    0.02803     -3.6577     216.82   0.03242     3e-05       4.048     4.048     4.048     16.582    0.0         328.95   0.03145    
 2000        -3.70079    0.03475     -3.66604    268.84   0.02067     2e-05       4.048     4.048     4.048     16.582    0.0         458.75   0.02511    
 2100        -3.69116    0.03751     -3.65365    290.23   0.02156     2e-05       4.048     4.048     4.048     16.582    0.0         466.73   0.02565    
 2200        -3.69861    0.03737     -3.66125    289.1    0.02292     2e-05       4.048     4.048     4.048     16.582    0.0         451.72   0.02645    
 2300        -3.69694    0.03544     -3.6615     274.19   0.02        1e-05       4.048     4.048     4.048     16.582    0.0         470.96   0.02471    
 2400        -3.68493    0.03754     -3.64739    290.43   0.02913     2e-05       4.048     4.048     4.048     16.582    0.0         401.65   0.02981    
 2500        -3.68737    0.02877     -3.6586     222.55   0.03215     2e-05       4.048     4.048     4.048     16.582    0.0         334.69   0.03132    
 2600        -3.69388    0.03813     -3.65576    294.97   0.02727     2e-05       4.048     4.048     4.048     16.582    0.0         418.32   0.02885    
 2700        -3.69518    0.0366      -3.65858    283.15   0.02211     1e-05       4.048     4.048     4.048     16.582    0.0         455.22   0.02597    
 2800        -3.69478    0.04054     -3.65423    313.65   0.028       2e-05       4.048     4.048     4.048     16.582    0.0         425.76   0.02923    
 2900        -3.69077    0.04228     -3.6485     327.07   0.02761     2e-05       4.048     4.048     4.048     16.582    0.0         437.83   0.02903    
 3000        -3.68997    0.03056     -3.6594     236.46   0.02704     2e-05       4.048     4.048     4.048     16.582    0.0         376.17   0.02872    
 3100        -3.6885     0.02657     -3.66193    205.53   0.02804     2e-05       4.048     4.048     4.048     16.582    0.0         344.38   0.02925    
 3200        -3.70438    0.0312      -3.67317    241.4    0.01636     1e-05       4.048     4.048     4.048     16.582    0.0         488.68   0.02234    
 3300        -3.70048    0.02912     -3.67136    225.25   0.02119     1e-05       4.048     4.048     4.048     16.582    0.0         414.7    0.02543    
 3400        -3.69178    0.03419     -3.65759    264.54   0.02677     1e-05       4.048     4.048     4.048     16.582    0.0         399.84   0.02858    
 3500        -3.70186    0.0271      -3.67476    209.66   0.02218     1e-05       4.048     4.048     4.048     16.582    0.0         391.12   0.02601    
 3600        -3.69874    0.03108     -3.66766    240.47   0.01979     1e-05       4.048     4.048     4.048     16.582    0.0         443.43   0.02457    
 3700        -3.68508    0.03349     -3.65158    259.11   0.03164     1e-05       4.048     4.048     4.048     16.582    0.0         364.01   0.03107    
 3800        -3.68849    0.04274     -3.64576    330.62   0.02929     1e-05       4.048     4.048     4.048     16.582    0.0         427.36   0.0299     
 3900        -3.68946    0.03742     -3.65203    289.5    0.02652     1e-05       4.048     4.048     4.048     16.582    0.0         420.3    0.02845    
 4000        -3.69401    0.04007     -3.65395    309.97   0.02335     1e-05       4.048     4.048     4.048     16.582    0.0         463.51   0.02669    
 4100        -3.69963    0.03997     -3.65965    309.24   0.02064     1e-05       4.048     4.048     4.048     16.582    0.0         492.43   0.02509    
 4200        -3.70056    0.0382      -3.66237    295.51   0.02373     1e-05       4.048     4.048     4.048     16.582    0.0         448.84   0.02691    
 4300        -3.69004    0.03082     -3.65922    238.41   0.02942     1e-05       4.048     4.048     4.048     16.582    0.0         362.1    0.02996    
 4400        -3.69136    0.04714     -3.64422    364.69   0.02755     1e-05       4.048     4.048     4.048     16.582    0.0         462.81   0.02899    
 4500        -3.70184    0.04708     -3.65476    364.21   0.01994     1e-05       4.048     4.048     4.048     16.582    0.0         543.61   0.02467    
 4600        -3.69349    0.04212     -3.65137    325.82   0.02295     1e-05       4.048     4.048     4.048     16.582    0.0         479.26   0.02647    
 4700        -3.69415    0.047       -3.64715    363.62   0.02289     1e-05       4.048     4.048     4.048     16.582    0.0         506.99   0.02643    
 4800        -3.6986     0.03556     -3.66303    275.13   0.02036     1e-05       4.048     4.048     4.048     16.582    0.0         467.65   0.02492    
 4900        -3.68995    0.02684     -3.66311    207.65   0.03028     1e-05       4.048     4.048     4.048     16.582    0.0         333.11   0.0304     
 5000        -3.69273    0.04428     -3.64845    342.56   0.02496     1e-05       4.048     4.048     4.048     16.582    0.0         471.28   0.0276     
 5100        -3.69135    0.0437      -3.64765    338.07   0.0257      1e-05       4.048     4.048     4.048     16.582    0.0         461.39   0.028      
 5200        -3.6913     0.03393     -3.65737    262.49   0.0307      1e-05       4.048     4.048     4.048     16.582    0.0         371.94   0.03061    
 5300        -3.69188    0.0405      -3.65138    313.36   0.02671     1e-05       4.048     4.048     4.048     16.582    0.0         435.71   0.02855    
 5400        -3.69482    0.03696     -3.65786    285.91   0.02243     1e-05       4.048     4.048     4.048     16.582    0.0         454.12   0.02616    
 5500        -3.68767    0.02982     -3.65784    230.72   0.03093     1e-05       4.048     4.048     4.048     16.582    0.0         347.42   0.03072    
 5600        -3.70021    0.03611     -3.6641     279.34   0.0185      1e-05       4.048     4.048     4.048     16.582    0.0         494.25   0.02376    
 5700        -3.68613    0.03497     -3.65116    270.54   0.02899     1e-05       4.048     4.048     4.048     16.582    0.0         388.62   0.02974    
 5800        -3.69782    0.03473     -3.66309    268.66   0.02348     1e-05       4.048     4.048     4.048     16.582    0.0         430.31   0.02677    
 5900        -3.70326    0.02882     -3.67444    222.98   0.02109     1e-05       4.048     4.048     4.048     16.582    0.0         413.66   0.02537    
 6000        -3.68826    0.03222     -3.65604    249.26   0.02791     1e-05       4.048     4.048     4.048     16.582    0.0         380.13   0.02918    
 6100        -3.70082    0.04425     -3.65657    342.35   0.01848     1e-05       4.048     4.048     4.048     16.582    0.0         547.53   0.02375    
 6200        -3.69908    0.02919     -3.66989    225.84   0.01895     1e-05       4.048     4.048     4.048     16.582    0.0         439.16   0.02405    
 6300        -3.69103    0.03579     -3.65525    276.86   0.02502     1e-05       4.048     4.048     4.048     16.582    0.0         423.12   0.02763    
 6400        -3.69182    0.04161     -3.65022    321.9    0.02672     1e-05       4.048     4.048     4.048     16.582    0.0         441.5    0.02855    
 6500        -3.69203    0.04263     -3.6494     329.81   0.0231      1e-05       4.048     4.048     4.048     16.582    0.0         480.68   0.02655    
 6600        -3.69586    0.04464     -3.65122    345.37   0.02152     1e-05       4.048     4.048     4.048     16.582    0.0         509.6    0.02562    
 6700        -3.69629    0.03571     -3.66057    276.28   0.02303     1e-05       4.048     4.048     4.048     16.582    0.0         440.57   0.02651    
 6800        -3.7004     0.03986     -3.66054    308.37   0.02337     1e-05       4.048     4.048     4.048     16.582    0.0         462.04   0.02671    
 6900        -3.68848    0.03782     -3.65066    292.59   0.0273      1e-05       4.048     4.048     4.048     16.582    0.0         416.42   0.02886    
 7000        -3.70159    0.05344     -3.64815    413.4    0.02159     1e-05       4.048     4.048     4.048     16.582    0.0         556.59   0.02567    
 7100        -3.6931     0.03602     -3.65708    278.66   0.02771     1e-05       4.048     4.048     4.048     16.582    0.0         403.4    0.02908    
 7200        -3.69252    0.04099     -3.65153    317.1    0.02476     1e-05       4.048     4.048     4.048     16.582    0.0         455.26   0.02748    
 7300        -3.69177    0.04215     -3.64963    326.05   0.02806     1e-05       4.048     4.048     4.048     16.582    0.0         433.64   0.02926    
 7400        -3.69269    0.04622     -3.64647    357.54   0.02484     1e-05       4.048     4.048     4.048     16.582    0.0         482.6    0.02753    
 7500        -3.69595    0.04276     -3.6532     330.77   0.0233      1e-05       4.048     4.048     4.048     16.582    0.0         479.25   0.02667    
 7600        -3.6954     0.03938     -3.65602    304.68   0.02228     0.0         4.048     4.048     4.048     16.582    0.0         470.37   0.02608    
 7700        -3.699      0.0432      -3.6558     334.18   0.02194     0.0         4.048     4.048     4.048     16.582    0.0         496.41   0.02588    
 7800        -3.69592    0.04384     -3.65208    339.14   0.02355     1e-05       4.048     4.048     4.048     16.582    0.0         482.72   0.02681    
 7900        -3.69158    0.03542     -3.65616    274.01   0.02527     1e-05       4.048     4.048     4.048     16.582    0.0         418.85   0.02777    
 8000        -3.69558    0.04073     -3.65485    315.1    0.02028     0.0         4.048     4.048     4.048     16.582    0.0         501.44   0.02487    
 8100        -3.69794    0.0427      -3.65524    330.32   0.01977     0.0         4.048     4.048     4.048     16.582    0.0         520.01   0.02456    
 8200        -3.69348    0.03729     -3.65619    288.47   0.0301      1e-05       4.048     4.048     4.048     16.582    0.0         393.8    0.03031    
