Material ID: Si_MTP_10_1000_eq_2000_ranfor_10000
Unit cell composition: Si8
Material:  Si
Site positions of initial unit cell:
 Si         
 0.00000    
 0.00000    
 0.00000    
Properties:
 Time        Epot        Ekin        Etot        Temp     MSD         Self_diff   LC_a      LC_b      LC_c      Volume      Pressure    DebyeT   Lindemann 
 fs          eV/atom     eV/atom     eV/atom     K        Å^2         mm^2/s      Å         Å         Å         Å^3/atom    GPa        K        1          
 100         -4.97798    0.02463     -4.95335    190.55   0.0         0.0         3.84      3.84      3.84      40.048    0.0         inf      0.0        
 200         -4.99076    0.04304     -4.94771    332.99   0.04453     0.00037     3.84      3.84      3.84      40.048    0.0         340.94   0.02748    
 300         -4.99779    0.04099     -4.9568     317.09   0.10831     0.0006      3.84      3.84      3.84      40.048    0.0         213.33   0.04285    
 400         -5.02191    0.03438     -4.98753    265.96   0.14239     0.00059     3.84      3.84      3.84      40.048    0.0         170.4    0.04913    
 500         -5.063      0.04287     -5.02014    331.63   0.30117     0.001       3.84      3.84      3.84      40.048    0.0         130.83   0.07145    
 600         -5.07033    0.03975     -5.03058    307.5    0.36465     0.00101     3.84      3.84      3.84      40.048    0.0         114.49   0.07862    
 700         -5.07317    0.02274     -5.05043    175.93   0.38482     0.00092     3.84      3.84      3.84      40.048    0.0         84.3     0.08077    
 800         -5.07822    0.02389     -5.05433    184.83   0.39603     0.00083     3.84      3.84      3.84      40.048    0.0         85.17    0.08194    
 900         -5.09443    0.02476     -5.06967    191.57   0.50433     0.00093     3.84      3.84      3.84      40.048    0.0         76.84    0.09246    
 1000        -5.09964    0.03324     -5.0664     257.19   0.5247      0.00087     3.84      3.84      3.84      40.048    0.0         87.29    0.09431    
 1100        -5.1066     0.03208     -5.07452    248.18   0.506       0.00077     3.84      3.84      3.84      40.048    0.0         87.32    0.09262    
 1200        -5.09433    0.01538     -5.07894    118.99   0.59826     0.00083     3.84      3.84      3.84      40.048    0.0         55.6     0.10071    
 1300        -5.24104    0.03925     -5.20178    303.67   0.91225     0.00117     3.84      3.84      3.84      40.048    0.0         71.93    0.12435    
 1400        -6.50764    0.08466     -6.42298    654.98   1.21182     0.00144     3.84      3.84      3.84      40.048    0.0         91.66    0.14333    
 1500        -8.34178    0.03895     -8.30283    301.34   1.64359     0.00183     3.84      3.84      3.84      40.048    0.0         53.39    0.16692    
 1600        -8.37532    0.03106     -8.34425    240.3    1.759       0.00183     3.84      3.84      3.84      40.048    0.0         46.08    0.17268    
 1700        -8.43284    0.04062     -8.39222    314.27   1.98543     0.00195     3.84      3.84      3.84      40.048    0.0         49.6     0.18346    
 1800        -8.4495     0.03507     -8.41443    271.3    2.1415      0.00198     3.84      3.84      3.84      40.048    0.0         44.38    0.19053    
 1900        -8.44797    0.02572     -8.42225    198.97   2.15884     0.00189     3.84      3.84      3.84      40.048    0.0         37.85    0.1913     
 2000        -8.42539    0.02955     -8.39584    228.59   2.19347     0.00183     3.84      3.84      3.84      40.048    0.0         40.25    0.19283    
 2100        -8.42438    0.02311     -8.40127    178.77   2.22294     0.00176     3.84      3.84      3.84      40.048    0.0         35.36    0.19412    
 2200        -8.41187    0.02473     -8.38714    191.32   2.40471     0.00182     3.84      3.84      3.84      40.048    0.0         35.17    0.2019     
 2300        -8.44424    0.03601     -8.40823    278.56   2.35916     0.00171     3.84      3.84      3.84      40.048    0.0         42.84    0.19998    
 2400        -8.45547    0.02926     -8.42621    226.37   2.45722     0.00171     3.84      3.84      3.84      40.048    0.0         37.84    0.20409    
 2500        -8.43531    0.03052     -8.40479    236.11   2.65667     0.00177     3.84      3.84      3.84      40.048    0.0         37.17    0.21221    
 2600        -8.44145    0.03299     -8.40846    255.22   2.52989     0.00162     3.84      3.84      3.84      40.048    0.0         39.6     0.20709    
 2700        -8.47045    0.02821     -8.44224    218.26   2.59065     0.0016      3.84      3.84      3.84      40.048    0.0         36.19    0.20956    
 2800        -8.6584     0.0474      -8.611      366.71   2.80704     0.00167     3.84      3.84      3.84      40.048    0.0         45.06    0.21814    
 2900        -8.64881    0.03984     -8.60897    308.23   2.82195     0.00162     3.84      3.84      3.84      40.048    0.0         41.21    0.21872    
 3000        -8.63432    0.02894     -8.60538    223.88   2.81522     0.00156     3.84      3.84      3.84      40.048    0.0         35.16    0.21845    
 3100        -8.63935    0.0399      -8.59945    308.65   2.90528     0.00156     3.84      3.84      3.84      40.048    0.0         40.64    0.22192    
 3200        -8.63621    0.03442     -8.60178    266.31   2.90044     0.00151     3.84      3.84      3.84      40.048    0.0         37.78    0.22174    
 3300        -8.65241    0.03509     -8.61732    271.43   2.85001     0.00144     3.84      3.84      3.84      40.048    0.0         38.48    0.2198     
 3400        -8.65469    0.03203     -8.62266    247.79   2.8483      0.0014      3.84      3.84      3.84      40.048    0.0         36.77    0.21973    
 3500        -8.6765     0.0449      -8.63161    347.35   2.98681     0.00142     3.84      3.84      3.84      40.048    0.0         42.52    0.22501    
 3600        -8.69922    0.01983     -8.67938    153.44   2.97438     0.00138     3.84      3.84      3.84      40.048    0.0         28.32    0.22454    
 3700        -8.67051    0.04566     -8.62485    353.26   3.01478     0.00136     3.84      3.84      3.84      40.048    0.0         42.68    0.22606    
 3800        -8.69548    0.03742     -8.65806    289.51   3.06233     0.00134     3.84      3.84      3.84      40.048    0.0         38.34    0.22784    
 3900        -8.68482    0.03702     -8.6478     286.42   2.99834     0.00128     3.84      3.84      3.84      40.048    0.0         38.54    0.22545    
 4000        -8.71118    0.03499     -8.67619    270.67   3.03438     0.00126     3.84      3.84      3.84      40.048    0.0         37.24    0.2268     
 4100        -8.68653    0.02925     -8.65729    226.28   2.98095     0.00121     3.84      3.84      3.84      40.048    0.0         34.35    0.22479    
 4200        -8.67406    0.02928     -8.64478    226.51   2.98491     0.00118     3.84      3.84      3.84      40.048    0.0         34.35    0.22494    
 4300        -8.6895     0.01931     -8.67019    149.38   3.0496      0.00118     3.84      3.84      3.84      40.048    0.0         27.59    0.22737    
 4400        -8.6853     0.04994     -8.63536    386.32   2.97851     0.00113     3.84      3.84      3.84      40.048    0.0         44.9     0.2247     
 4500        -8.68063    0.03693     -8.64371    285.69   3.07468     0.00114     3.84      3.84      3.84      40.048    0.0         38.0     0.2283     
 4600        -8.70197    0.03763     -8.66434    291.11   3.06268     0.00111     3.84      3.84      3.84      40.048    0.0         38.44    0.22785    
 4700        -8.69295    0.02275     -8.67021    175.97   3.12668     0.00111     3.84      3.84      3.84      40.048    0.0         29.58    0.23022    
 4800        -8.68832    0.03057     -8.65775    236.51   3.04015     0.00106     3.84      3.84      3.84      40.048    0.0         34.78    0.22701    
 4900        -8.6953     0.02392     -8.67138    185.05   2.94811     0.001       3.84      3.84      3.84      40.048    0.0         31.24    0.22355    
 5000        -8.68539    0.02426     -8.66113    187.69   2.99551     0.001       3.84      3.84      3.84      40.048    0.0         31.21    0.22534    
 5100        -8.69692    0.0331      -8.66382    256.08   2.94057     0.00096     3.84      3.84      3.84      40.048    0.0         36.79    0.22327    
 5200        -8.70448    0.03731     -8.66717    288.63   3.06556     0.00098     3.84      3.84      3.84      40.048    0.0         38.26    0.22796    
 5300        -8.71016    0.02673     -8.68343    206.79   3.0078      0.00095     3.84      3.84      3.84      40.048    0.0         32.69    0.2258     
 5400        -8.71114    0.03985     -8.67129    308.29   3.03707     0.00094     3.84      3.84      3.84      40.048    0.0         39.72    0.2269     
 5500        -8.68222    0.03287     -8.64935    254.29   3.01754     0.00091     3.84      3.84      3.84      40.048    0.0         36.19    0.22617    
 5600        -8.67974    0.0244      -8.65534    188.73   2.96448     0.00088     3.84      3.84      3.84      40.048    0.0         31.46    0.22417    
 5700        -8.68739    0.03725     -8.65014    288.15   3.03967     0.00089     3.84      3.84      3.84      40.048    0.0         38.39    0.227      
 5800        -8.69906    0.0382      -8.66086    295.55   3.074       0.00088     3.84      3.84      3.84      40.048    0.0         38.66    0.22827    
 5900        -8.68272    0.03868     -8.64405    299.21   2.96864     0.00084     3.84      3.84      3.84      40.048    0.0         39.58    0.22433    
 6000        -8.68358    0.05015     -8.63343    387.97   3.13176     0.00087     3.84      3.84      3.84      40.048    0.0         43.88    0.23041    
 6100        -8.70389    0.0468      -8.65708    362.09   3.01636     0.00082     3.84      3.84      3.84      40.048    0.0         43.2     0.22612    
 6200        -8.68906    0.02908     -8.65997    225.0    3.07733     0.00083     3.84      3.84      3.84      40.048    0.0         33.71    0.2284     
 6300        -8.68075    0.02526     -8.65549    195.42   3.08472     0.00082     3.84      3.84      3.84      40.048    0.0         31.38    0.22867    
 6400        -8.66535    0.02358     -8.64177    182.39   3.04205     0.00079     3.84      3.84      3.84      40.048    0.0         30.53    0.22708    
